,x,y,layer
1,8.72916666666667,48.5625,131.526779174805
2,8.77083333333333,48.5625,131.432876586914
3,8.8125,48.5625,131.338455200195
4,8.85416666666667,48.5625,131.212646484375
5,8.89583333333333,48.5625,130.866821289062
6,8.9375,48.5625,130.964935302734
7,8.97916666666667,48.5625,131.409362792969
8,9.02083333333333,48.5625,131.732376098633
9,9.0625,48.5625,131.621047973633
10,9.10416666666667,48.5625,131.68440246582
11,9.14583333333333,48.5625,131.668869018555
12,9.1875,48.5625,131.404754638672
13,8.72916666666667,48.5208333333333,131.530654907227
14,8.77083333333333,48.5208333333333,131.551300048828
15,8.8125,48.5208333333333,131.509735107422
16,8.85416666666667,48.5208333333333,131.487365722656
17,8.89583333333333,48.5208333333333,131.525894165039
18,8.9375,48.5208333333333,131.284164428711
19,8.97916666666667,48.5208333333333,131.265579223633
20,9.02083333333333,48.5208333333333,131.425079345703
21,9.0625,48.5208333333333,131.178009033203
22,9.10416666666667,48.5208333333333,131.574813842773
23,9.14583333333333,48.5208333333333,131.592269897461
24,9.1875,48.5208333333333,131.481109619141
25,8.72916666666667,48.4791666666667,131.724227905273
26,8.77083333333333,48.4791666666667,131.717300415039
27,8.8125,48.4791666666667,131.773162841797
28,8.85416666666667,48.4791666666667,131.77165222168
29,8.89583333333333,48.4791666666667,131.719375610352
30,8.9375,48.4791666666667,131.524749755859
31,8.97916666666667,48.4791666666667,131.608291625977
32,9.02083333333333,48.4791666666667,131.773223876953
33,9.0625,48.4791666666667,131.793914794922
34,9.10416666666667,48.4791666666667,131.817581176758
35,9.14583333333333,48.4791666666667,131.71125793457
36,9.1875,48.4791666666667,131.455444335938
37,8.72916666666667,48.4375,132.278137207031
38,8.77083333333333,48.4375,132.375137329102
39,8.8125,48.4375,132.182510375977
40,8.85416666666667,48.4375,132.141052246094
41,8.89583333333333,48.4375,132.203231811523
42,8.9375,48.4375,132.365203857422
43,8.97916666666667,48.4375,132.449111938477
44,9.02083333333333,48.4375,132.187393188477
45,9.0625,48.4375,131.700378417969
46,9.10416666666667,48.4375,132.016052246094
47,9.14583333333333,48.4375,132.333480834961
48,9.1875,48.4375,132.459838867188
